# Pathway,5132_kneaddata_Abundance,5145_kneaddata_Abundance,5188_kneaddata_Abundance,5210_kneaddata_Abundance,5401_kneaddata_Abundance,5406_kneaddata_Abundance,5409_kneaddata_Abundance,5411_kneaddata_Abundance,5414_kneaddata_Abundance,5136_kneaddata_Abundance,5140_kneaddata_Abundance,5141_kneaddata_Abundance,5192_kneaddata_Abundance,5194_kneaddata_Abundance,5403_kneaddata_Abundance,5404_kneaddata_Abundance,193_kneaddata_Abundance,179_kneaddata_Abundance,180_kneaddata_Abundance,181_kneaddata_Abundance,183_kneaddata_Abundance,184_kneaddata_Abundance,189_kneaddata_Abundance,190_kneaddata_Abundance,176_kneaddata_Abundance,185_kneaddata_Abundance,981_kneaddata_Abundance,984_kneaddata_Abundance
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY: 4-hydroxyphenylacetate degradation,0.00001097690000000,0.00001207510000000,0.00000000000000000,0.00000156009000000,0.00000000000000000,0.00000081319600000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000124383000000,0.00000126690000000,0.00000069066700000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000638535000000,0.00000665061000000
4-HYDROXYMANDELATE-DEGRADATION-PWY: 4-hydroxymandelate degradation,0.00000000000000000,0.00000043732400000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000
"7ALPHADEHYDROX-PWY: cholate degradation (bacteria, anaerobic)",0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000061717100000,0.00000057988800000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000
AEROBACTINSYN-PWY: aerobactin biosynthesis,0.00000006017800000,0.00000014399700000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000
ALLANTOINDEG-PWY: superpathway of allantoin degradation in yeast,0.00000216734000000,0.00000314748000000,0.00000000000000000,0.00000290929000000,0.00000048257200000,0.00000158982000000,0.00000000000000000,0.00000198405000000,0.00000302538000000,0.00000066136200000,0.00000134194000000,0.00000115489000000,0.00000106151000000,0.00000000000000000,0.00000096284800000,0.00000077956000000,0.00000039052600000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000138380000000,0.00000000000000000,0.00000053923900000,0.00000062825500000,0.00000000000000000
ANAEROFRUCAT-PWY: homolactic fermentation,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose),0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis,0.00009045480000000,0.00000000000000000,0.00006021110000000,0.00000000000000000,0.00004724790000000,0.00006027620000000,0.00000000000000000,0.00007410630000000,0.00008505770000000,0.00007075850000000,0.00006620200000000,0.00004111560000000,0.00000000000000000,0.00000000000000000,0.00005305830000000,0.00004458940000000,0.00006113520000000,0.00000403223000000,0.00000556454000000,0.00001055170000000,0.00001157100000000,0.00001130850000000,0.00005623040000000,0.00004878110000000,0.00000813684000000,0.00004121000000000,0.00000000000000000,0.00008172660000000
"ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation",0.00001354870000000,0.00002446860000000,0.00000046860900000,0.00002576050000000,0.00000099364400000,0.00000108555000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000914207000000,0.00000732394000000,0.00000739875000000,0.00000000000000000,0.00000000000000000,0.00000040564600000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00001220440000000,0.00001164470000000
